title,u-time,content
Vaccination rates highlight stark differences between Israelis and Palestinians -- amid row over responsibility,"Updated 12:31 AM ET, Mon January 18, 2021 ","Kafr 'Aqab (CNN)Two young men work side-by-side in a butcher's shop. They live in the same teeming and densely packed town. One is fortunate -- he's eligible to get an Israeli Covid-19 vaccination. The other isn't.  Both are Palestinian residents of Kafr 'Aqab, a finger of territory that under Israeli law is part of greater Jerusalem, but under international law is considered illegally annexed territory, following its capture from Jordan in 1967.   "
Vaccine rollouts lay bare the Middle East's deep inequalities,"Updated 7:45 AM ET, Tue January 26, 2021 "," (CNN)Around the world, the vaccine rollout"
Nikes are getting harder to find at stores. Here's why,"Updated 2:53 PM ET, Mon March 22, 2021 ",New York (CNN Business)Struggling to find Nike sneakers at your neighborhood shoe store
"What you need to know about coronavirus on Monday, January 18","Updated 7:54 AM ET, Mon January 18, 2021 ",A version of this story appeared in the January 18 edition of CNN's Coronavirus: Fact vs. Fiction newsletter. Sign up here to receive the need-to-know headlines every weekday.
US to resume diplomatic ties with Palestinians that were cut under Trump,"Updated 4:07 PM ET, Thu March 25, 2021 "," (CNN)The US will resume diplomatic ties with Palestinians that were cut under the Trump administration, the US ambassador to the United Nations, Linda Thomas-Greenfield, told the Security Council Thursday. ""Since January, our diplomatic engagement has been guided by the premise that sustainable progress toward peace must be based on active consultations with both sides,"" Thomas-Greenfield said. ""To that end, our administration will take steps to re-open diplomatic channels of communication that were halted during the last administration."""
"US reinstates hundreds of millions in funding to Palestinians, reversing Trump decision","Updated 8:44 AM ET, Thu April 8, 2021 ", (CNN)The US will resume the flow of hundreds of millions of dollars in aid for Palestinians
A NYC mosque was vandalized with anti-Palestinian graffiti,"Updated 4:56 PM ET, Fri May 14, 2021 ", (CNN)New York City police are searching for the person 
Israeli Supreme Court delays hearing on Palestinian evictions from East Jerusalem neighborhood,"Updated 10:19 PM ET, Sun May 9, 2021 "," (CNN)Israel's Supreme Court on Sunday postponed a hearing on the possible eviction of several Palestinian families from their homes in Jerusalem and will set a new date within 30 days. The Supreme Court said the hearing, which was supposed to take place Monday, was canceled at the request of the State Attorney General. "
Israel Fast Facts,,"
      Here is a look at Israel, which declared independence in 1948. It borders the Mediterranean Sea, "
Whatever happened to Jared Kushner's peace plan?,"Updated 7:31 PM ET, Fri May 14, 2021 ","David A. Andelman, a contributor to CNN, twice winner of the Deadline Club Award, and executive director of The Red Lines Project, is the author of ""A Red Line in the Sand: Diplomacy, Strategy, and the History of Wars That Might Still Happen"" and host of its Evergreen podcast. He formerly was a correspondent for The New York Times and CBS News in Europe and Asia. Follow him on Twitter "
The latest violence between Israel and Palestinians will end when both sides can declare victory. But it will be no more than a truce,"Updated 9:56 AM ET, Sun May 16, 2021 "," (CNN)The current explosion of violence between Palestinians and the state of Israel is yet to inflict as many casualties as the devastating 2014 Gaza conflict, but in many ways is a bleaker and more foreboding episode. Confrontation is not confined to aerial bombardment and rocket fire over Gaza and southern Israel but has spread to the streets of Israeli towns, to neighborhoods of Jerusalem and across the West Bank. "
Biden speaks with Netanyahu as Israeli and Palestinian violence pulls US focus back to Middle East,"Updated 4:22 AM ET, Thu May 13, 2021 ","Washington (CNN)Entering office, President Joe Biden hoped to shift US foreign policy away from the Middle East"
"Palestinians deserve the same security, equality and right to a homeland as the Israelis","Updated 2:01 AM ET, Mon May 17, 2021 ","Dean Obeidallah, a former attorney, is the host of SiriusXM radio's daily program ""The Dean Obeidallah Show"" and a columnist for The Daily Beast. Follow him @DeanObeidallah. The opinions expressed in this commentary are his own. View "
Netanyahu vows to continue strikes on Gaza as Israel pounds Hamas targets,"Updated 8:44 PM ET, Mon May 17, 2021 ","This story contains graphic images. Viewer discretion is advised.Ashdod, Jerusalem and Gaza City (CNN)The Israeli military "
Israeli jets pound Gaza as rocket fire resumes and Palestinians hit streets to protest,"Updated 7:53 AM ET, Wed May 19, 2021 ","This story contains graphic images. Viewer discretion is advised.Jerusalem (CNN)Israeli warplanes continued to pound Gaza on Tuesday and rocket fire into Israel resumed after a brief lull, as Palestinian protesters hit the streets in cities across the West Bank and elsewhere."
The Israeli-Palestinian conflict has strained medical services and left families reeling. Here are six organizations you can support to help victims,"Updated 10:48 AM ET, Fri May 21, 2021 ", (CNN)As the status of the Israeli-Palestinian conflict 
Airstrikes turned Gaza's schools into shelters. Officials fear Covid-19 may turn them into super-spreader centers,"Updated 12:31 PM ET, Thu May 20, 2021 ","Gaza City and Jerusalem (CNN)Rasha Abu Askar tested positive for Covid-19 less than two weeks ago. So too did her husband, Musa Abu Askar, leaving the couple unable to look after their four young children, a situation that many parents around the world have dreaded during the pandemic.But this couple live in "
New hopes of ceasefire deal as calls to end Israel-Palestinian conflict intensify,"Updated 4:43 PM ET, Thu May 20, 2021 ",Jerusalem and Gaza City (CNN)Cautious optimism was growing that a ceasefire
Supporters of Palestinian rights hold protests across the United States,"Updated 8:43 PM ET, Sat May 22, 2021 "," (CNN)Protesters rallied in cities across the United States on Saturday in support of Palestinians, days after Israel and Hamas agreed to a ceasefire"
People across the US join pro-Palestinian protests,"Updated 2:43 AM ET, Tue May 18, 2021 "," (CNN)Thousands gathered in major cities across the United States over the weekend to support Palestinians as Israel's military launches massive airstrikes on Gaza and the death toll mounts.Sunday marked the deadliest day in Gaza yet, with more than 50 killed, according to the region's health ministry. Since the violence broke out last week, Israeli firepower has killed more than 200 Palestinians, including 61 children. More than 1,400 people have been injured, the ministry said."
Los Angeles Police Department investigating altercation at restaurant as possible anti-Semitic hate crime,"Updated 8:28 PM ET, Thu May 20, 2021 "," (CNN)The Los Angeles Police Department (LAPD) is investigating as a hate crime an altercation Tuesday night near Hollywood where witness reports said Jewish people dining at a restaurant were targeted by a group of pro-Palestinian men driving past in vehicles.Officers responded to an altercation outside a sushi restaurant around 9:50 p.m. on Tuesday, where five victims suffered minor injuries, LAPD Public Information Officer Jeff Lee confirmed to CNN. No arrests were made and three suspects are outstanding, Lee said. They were last seen leaving the scene in a Jeep, police said."
"A truce halted the bloodshed, but the frustration of young Palestinians is stronger than ever","Updated 4:54 AM ET, Sun May 23, 2021 ","Jerusalem (CNN)A young Palestinian boy in thick eyeglasses stood dumbstruck as Israeli police dragged his grandmother, Rifqa, out of his family home. His eyes shifted between the uniformed men and the 92-year-old woman who squirmed in their clutches. Shouts rang out and, within minutes, the family was driven out of half of their home in East Jerusalem. It was a hot August day in 2009. CNN witnessed those scenes, which the then 12-year-old Mohammed el-Kurd says he can barely remember today. "
Palestinians describe fight against a West Bank settlement as an existential battle. Jewish settlers say the same,"Updated 3:32 AM ET, Sat July 17, 2021 ","Beita, West Bank (CNN)A small boy sits on a hillside in the occupied West Bank. Like the adults around him, he trains a green laser beam on a group of prefabricated housing units on a hilltop a few hundred meters away. It is an act of defiance. The buildings had been abandoned earlier in the day by Jewish settlers following an agreement they reached with the government, but before they left, they erected a huge metal Star of David, and planted a large Israeli flag, as if to say, ""We will be back."""
Not just neo-Nazis with tiki torches: Why Jewish students say they also fear cloaked anti-Semitism,"Updated 4:13 PM ET, Thu July 1, 2021"," (CNN)As Julia Jassey packed up her things before flying off to college in Chicago, she had the usual concerns -- beginning her life as an adult, making friends and getting her work done. It never occurred to her to be nervous about being Jewish. She's born and raised in New York, the eldest daughter in her family, captain of her high school fencing team. She was looking forward to becoming more active in the progressive causes she cared about -- ending inequalities among Americans, supporting those who looked or believed differently from her to live their best lives.  "
He couldn't take Trump's lies anymore,"Updated 1:12 PM ET, Sun May 23, 2021 ","Sign up to get our new weekly column as a newsletter. We're looking back at the strongest, smartest opinion takes"
Timeline: Six key moments that shaped Jerusalem,"Updated 1:59 PM ET, Sun July 18, 2021 "," (CNN)When there's news out of Jerusalem, reports"
A fragile status quo on prayer rights at Jerusalem holy site comes under fresh strain,"Updated 6:40 PM ET, Tue July 20, 2021 ","Jerusalem (CNN)The scenes of Israeli forces firing stun grenades and tear gas inside Jerusalem's Al Aqsa mosque earlier this year had a galvanizing effect on Palestinian public opinion. It also gave the militant group Hamas what it saw as a convincing pretext for launching rockets against Israel, leading to "
"At UN, Biden distinguished himself from Trump, but sketched agenda that will be hard to carry out","Updated 12:53 PM ET, Wed September 22, 2021 ","Aaron David Miller is a senior fellow at the Carnegie Endowment for International Peace and author of ""The End of Greatness: Why America Can't Have (and Doesn't Want) Another Great President."" Miller was a Middle East negotiator in Democratic and Republican administrations. The opinions expressed in this commentary are those of the author. View more "
Alexandria Ocasio-Cortez explains why voting 'present' on bill to fund Israel's Iron Dome moved her to tears,"Updated 6:21 PM ET, Fri September 24, 2021 ","Washington (CNN)Rep. Alexandria Ocasio-Cortez penned a letter to her constituents Friday explaining her emotional reaction to voting ""present"" on a bill funding Israel's Iron Dome Aerial Defense System"
Camp David Accords Fast Facts,,"
      Here’s a look at what you need to know about the Camp David Accords. 
  "
Kamala Harris' office doing clean-up after exchange with student on Israel,"Updated 5:27 PM ET, Fri October 1, 2021 "," (CNN)Vice President Kamala Harris's office is trying to contain the fallout from an exchange earlier this week between the vice president and a student who characterized Israel's actions toward Palestinians as ""an ethnic genocide and a displacement of people.""While visiting a political science class at George Mason University on Tuesday to honor national voter registration day, Harris took questions from three students, including one who brought up the nation's funding of Israel in a lengthy question."
Ehud Olmert Fast Facts,,"
      Here’s a look at the life of Ehud Olmert, former prime minister of Israel.
  "
"Abuse directed at London Hanukkah party bus investigated as a hate crime, police say","Updated 4:54 PM ET, Thu December 2, 2021 ",London (CNN)London Metropolitan Police are investigating a video that appeared to show a group of men spitting at group of Jewish people celebrating Hanukkah
Iraqi Prime Minister survives exploding drone assassination attempt,"Updated 3:30 AM ET, Mon November 8, 2021 ","Baghdad, Iraq (CNN)Iraqi Prime Minister Mustafa Al-Kadhimi escaped an assassination attempt on Sunday after an explosive-laden drone targeted his residence in Baghdad"
"Israel doubles down against US, saying there is no room in Jerusalem for an American Consulate for Palestinians","Updated 8:13 AM ET, Sun November 7, 2021 ","Jerusalem (CNN)Sitting next to the Israeli Foreign Minister in Washington this October, Secretary of State Antony Blinken "
Ahmed Qorei Fast Facts,,"
      Here is a look at the life of Ahmed Qorei, former prime minister of the Palestinian National Authority.
  
      Birth date: "
Terrorism and War-Related Airplane Crashes Fast Facts,,"
      Here’s a selected list of commercial airplane crashes caused by military acts or by terrorism.
  
      June 14, 1940 - "
Biden focuses on the climate crisis,,
